barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,barangay_raw,category
Barangay 855,,PH1303901855,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04422261738733742,Barangay 855,Administrative
Barangay 856,,PH1303901856,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.039711578473998206,Barangay 856,Administrative
Barangay 857,,PH1303901857,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.015000090754620382,Barangay 857,Administrative
Barangay 858,,PH1303901858,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.014765444696468165,Barangay 858,Administrative
Barangay 859,,PH1303901859,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03437164297757398,Barangay 859,Administrative
Barangay 860,,PH1303901860,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01857435675101282,Barangay 860,Administrative
Barangay 861,,PH1303901861,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020619516585772348,Barangay 861,Administrative
Barangay 862,,PH1303901862,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04347145411309271,Barangay 862,Administrative
Barangay 863,,PH1303901863,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.037492200928120424,Barangay 863,Administrative
Barangay 864,,PH1303901864,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.019774776015560155,Barangay 864,Administrative
Barangay 865,,PH1303901865,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.18671229166355574,Barangay 865,Administrative
Barangay 867,,PH1303901867,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.030012363183511335,Barangay 867,Administrative
Barangay 868,,PH1303901868,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.018475322420949958,Barangay 868,Administrative
Barangay 870,,PH1303901870,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.023729925831161833,Barangay 870,Administrative
Barangay 871,,PH1303901871,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.012727442997100139,Barangay 871,Administrative
Barangay 872,,PH1303901872,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.024069991770549692,Barangay 872,Administrative
Barangay 869,,PH1303901869,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.024935065150876026,Barangay 869,Administrative
Barangay 649,,PH1303901649,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,1.1021200398626225,Barangay 649,Administrative
Barangay 650,,PH1303901650,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.10584765268137569,Barangay 650,Administrative
Barangay 651,,PH1303901651,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.17383569552802564,Barangay 651,Administrative
Barangay 652,,PH1303901652,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.09512736852974162,Barangay 652,Administrative
Barangay 653,,PH1303901653,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.295787840150151,Barangay 653,Administrative
Barangay 745,,PH1303901745,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.013679412617081419,Barangay 745,Administrative
Barangay 746,,PH1303901746,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03430734117987504,Barangay 746,Administrative
Barangay 747,,PH1303901747,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.011621268993220201,Barangay 747,Administrative
Barangay 748,,PH1303901748,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.028617410199182756,Barangay 748,Administrative
Barangay 749,,PH1303901749,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01157761781997123,Barangay 749,Administrative
Barangay 750,,PH1303901750,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02622081551956941,Barangay 750,Administrative
Barangay 751,,PH1303901751,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.025003904783553403,Barangay 751,Administrative
Barangay 752,,PH1303901752,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.017067135931402005,Barangay 752,Administrative
Barangay 753,,PH1303901753,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.024397298924843856,Barangay 753,Administrative
Barangay 755,,PH1303901755,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03368258347158411,Barangay 755,Administrative
Barangay 756,,PH1303901756,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.027179846264227245,Barangay 756,Administrative
Barangay 757,,PH1303901757,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.013713417050762096,Barangay 757,Administrative
Barangay 758,,PH1303901758,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01918531636786056,Barangay 758,Administrative
Barangay 759,,PH1303901759,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.028073723602067217,Barangay 759,Administrative
Barangay 760,,PH1303901760,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.028621583556572357,Barangay 760,Administrative
Barangay 761,,PH1303901761,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02922750759041835,Barangay 761,Administrative
Barangay 762,,PH1303901762,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02658550383788992,Barangay 762,Administrative
Barangay 763,,PH1303901763,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.029098081794661355,Barangay 763,Administrative
Barangay 764,,PH1303901764,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.047987095397149876,Barangay 764,Administrative
Barangay 765,,PH1303901765,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.029252072584280912,Barangay 765,Administrative
Barangay 766,,PH1303901766,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.021677759156837607,Barangay 766,Administrative
Barangay 767,,PH1303901767,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.042046477414281906,Barangay 767,Administrative
Barangay 768,,PH1303901768,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.026178247785434015,Barangay 768,Administrative
Barangay 769,,PH1303901769,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0339551749257487,Barangay 769,Administrative
Barangay 770,,PH1303901770,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05491076567748072,Barangay 770,Administrative
Barangay 771,,PH1303901771,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.028790960203887366,Barangay 771,Administrative
Barangay 772,,PH1303901772,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03135967912834867,Barangay 772,Administrative
Barangay 773,,PH1303901773,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.027117691842354224,Barangay 773,Administrative
Barangay 774,,PH1303901774,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01881530792141536,Barangay 774,Administrative
Barangay 775,,PH1303901775,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04849414976057815,Barangay 775,Administrative
Barangay 776,,PH1303901776,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.031470385805118316,Barangay 776,Administrative
Barangay 777,,PH1303901777,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.028033000106591464,Barangay 777,Administrative
Barangay 778,,PH1303901778,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01566840399988168,Barangay 778,Administrative
Barangay 779,,PH1303901779,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03685981701405469,Barangay 779,Administrative
Barangay 780,,PH1303901780,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.031744203736639776,Barangay 780,Administrative
Barangay 781,,PH1303901781,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03282073586410709,Barangay 781,Administrative
Barangay 782,,PH1303901782,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02516949238556214,Barangay 782,Administrative
Barangay 783,,PH1303901783,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.027140183220623493,Barangay 783,Administrative
Barangay 784,,PH1303901784,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02519229161993629,Barangay 784,Administrative
Barangay 785,,PH1303901785,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.014398276967214641,Barangay 785,Administrative
Barangay 786,,PH1303901786,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.028499443576451816,Barangay 786,Administrative
Barangay 787,,PH1303901787,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020132138922361556,Barangay 787,Administrative
Barangay 788,,PH1303901788,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01416854679837584,Barangay 788,Administrative
Barangay 789,,PH1303901789,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.019742744872278253,Barangay 789,Administrative
Barangay 790,,PH1303901790,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.05243812468891149,Barangay 790,Administrative
Barangay 791,,PH1303901791,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02745680200564243,Barangay 791,Administrative
Barangay 792,,PH1303901792,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.030349673304049102,Barangay 792,Administrative
Barangay 793,,PH1303901793,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02299792143116369,Barangay 793,Administrative
Barangay 794,,PH1303901794,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.011928092511642773,Barangay 794,Administrative
Barangay 795,,PH1303901795,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.006151626316955932,Barangay 795,Administrative
Barangay 796,,PH1303901796,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.010820216128587558,Barangay 796,Administrative
Barangay 797,,PH1303901797,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.00807590555122048,Barangay 797,Administrative
Barangay 798,,PH1303901798,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.027829615585480562,Barangay 798,Administrative
Barangay 799,,PH1303901799,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.016182391424396248,Barangay 799,Administrative
Barangay 800,,PH1303901800,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.018778521206115784,Barangay 800,Administrative
Barangay 801,,PH1303901801,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020765779804030153,Barangay 801,Administrative
Barangay 802,,PH1303901802,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.028250016488117605,Barangay 802,Administrative
Barangay 803,,PH1303901803,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.045504131749204826,Barangay 803,Administrative
Barangay 804,,PH1303901804,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02362649688497607,Barangay 804,Administrative
Barangay 805,,PH1303901805,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01954305591919795,Barangay 805,Administrative
Barangay 806,,PH1303901806,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02879447813925392,Barangay 806,Administrative
Barangay 807,,PH1303901807,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03135675315244952,Barangay 807,Administrative
Barangay 866,,PH1303901866,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1576420278313346,Barangay 866,Administrative
Barangay 873,,PH1303901873,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04078080472854989,Barangay 873,Administrative
Barangay 874,,PH1303901874,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04875474032699429,Barangay 874,Administrative
Barangay 875,,PH1303901875,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.030837869292660615,Barangay 875,Administrative
Barangay 876,,PH1303901876,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03571067110663328,Barangay 876,Administrative
Barangay 877,,PH1303901877,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.029520823936348625,Barangay 877,Administrative
Barangay 878,,PH1303901878,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.022340723068676616,Barangay 878,Administrative
Barangay 879,,PH1303901879,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.042651844991698704,Barangay 879,Administrative
Barangay 880,,PH1303901880,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0606267427532876,Barangay 880,Administrative
Barangay 881,,PH1303901881,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04341966553431369,Barangay 881,Administrative
Barangay 882,,PH1303901882,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02235651535399701,Barangay 882,Administrative
Barangay 883,,PH1303901883,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.04969136330357614,Barangay 883,Administrative
Barangay 884,,PH1303901884,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08407194863895796,Barangay 884,Administrative
Barangay 885,,PH1303901885,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03185671907089317,Barangay 885,Administrative
Barangay 886,,PH1303901886,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.02229473983722143,Barangay 886,Administrative
Barangay 887,,PH1303901887,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.036029838671139215,Barangay 887,Administrative
Barangay 888,,PH1303901888,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06486344424410724,Barangay 888,Administrative
Barangay 889,,PH1303901889,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06137382506721288,Barangay 889,Administrative
Barangay 890,,PH1303901890,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08728535847743378,Barangay 890,Administrative
Barangay 891,,PH1303901891,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03948395311969299,Barangay 891,Administrative
Barangay 892,,PH1303901892,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.028313581639225788,Barangay 892,Administrative
Barangay 893,,PH1303901893,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.054068786574001694,Barangay 893,Administrative
Barangay 894,,PH1303901894,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.03810196163645239,Barangay 894,Administrative
Barangay 895,,PH1303901895,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020779305923355508,Barangay 895,Administrative
Barangay 896,,PH1303901896,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.12933667269623728,Barangay 896,Administrative
Barangay 897,,PH1303901897,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.06728246460485085,Barangay 897,Administrative
Barangay 898,,PH1303901898,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0597616772421967,Barangay 898,Administrative
Barangay 899,,PH1303901899,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.016490897975422872,Barangay 899,Administrative
Barangay 900,,PH1303901900,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.0650573834496738,Barangay 900,Administrative
Barangay 901,,PH1303901901,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.007527389828010722,Barangay 901,Administrative
Barangay 902,,PH1303901902,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.011870231521553323,Barangay 902,Administrative
Barangay 903,,PH1303901903,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.026173454552531256,Barangay 903,Administrative
Barangay 904,,PH1303901904,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.013255644164551503,Barangay 904,Administrative
Barangay 905,,PH1303901905,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.16313672782374072,Barangay 905,Administrative
Barangay 754,,PH1303901754,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.01321442955107311,Barangay 754,Administrative
Barangay 808,,PH1303901808,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.027693372631457235,Barangay 808,Administrative
Barangay 818-A,,PH1303901918,City of Manila,PH1303901,Metropolitan Manila First District,PH13039,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.008350364463260615,Barangay 818-A,Administrative
Addition Hills,,PH1307401001,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,1.1666750571780322,Addition Hills,Other
Bagong Silang,,PH1307401002,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.13922523958974806,Bagong Silang,Other
Barangka Drive,,PH1307401003,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.21278852529733158,Barangka Drive,Other Persons
Barangka Ibaba,,PH1307401004,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.15989562193200663,Barangka Ibaba,Other
Barangka Ilaya,,PH1307401005,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.48216278235348164,Barangka Ilaya,Other
Barangka Itaas,,PH1307401006,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1780109571275468,Barangka Itaas,Other
Burol,,PH1307401007,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.020460514924551806,Burol,Other
Buayang Bato,,PH1307401008,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08264516355973632,Buayang Bato,Other
Daang Bakal,,PH1307401009,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.17307067007459212,Daang Bakal,Other
Hagdang Bato Itaas,,PH1307401010,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.17295992334770816,Hagdang Bato Itaas,Other
Hagdang Bato Libis,,PH1307401011,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.1445169454549237,Hagdang Bato Libis,Other
Harapin Ang Bukas,,PH1307401012,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.047776766423817334,Harapin Ang Bukas,Other
Highway Hills,,PH1307401013,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,1.157324432912404,Highway Hills,Other
Hulo,,PH1307401014,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.3739591334655916,Hulo,Other
Mabini-J. Rizal,,PH1307401015,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.19959832734873478,Mabini-J. Rizal,Heroes
Malamig,,PH1307401016,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.31445658465467075,Malamig,Other
Mauway,,PH1307401017,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.6572314407197195,Mauway,Other
Namayan,,PH1307401018,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.3854517384213268,Namayan,Other
New Zaniga,,PH1307401019,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.22486562545806854,New Zañiga,Other
Old Zaniga,,PH1307401020,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.24603669310490525,Old Zañiga,Other
Pag-asa,,PH1307401021,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.12243424642928162,Pag-asa,Other
Plainview,,PH1307401022,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,1.0835370347340763,Plainview,Other
Pleasant Hills,,PH1307401023,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.2068910727560627,Pleasant Hills,Other
Poblacion,,PH1307401024,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.2260152973007536,Poblacion,Poblacion (Town Proper)
San Jose,,PH1307401025,City of Mandaluyong,PH1307401,Metropolitan Manila Second District,PH13074,NCR,National Capital Region,PH13,Luzon,The Philippines,PH,0.08877485209115936,San Jose,Religious
